6.2	3066.7	42.3	7.0	5505.7	42.3	6.4	1706.7	42.1	6.1	2309.0	41.3	7.4	1650.3	43.8	6.9	981.6	41.7
6.8	3003.1	41.4	7.8	5423.6	41.1	7.2	1676.6	41.0	7.2	2249.4	40.7	8.5	1613.2	42.2	7.8	966.0	40.4
6.6	3024.0	41.4	7.4	5496.8	41.4	7.2	1688.9	40.8	6.8	2266.4	40.7	7.3	1625.1	42.6	7.5	973.3	40.3
6.3	3042.1	39.7	7.1	5546.9	40.9	6.8	1696.0	38.7	6.7	2281.6	40.3	7.1	1634.4	42.0	7.4	980.4	40.0
5.7	3073.2	41.2	7.0	5576.0	40.5	6.4	1714.8	41.0	6.0	2312.1	40.6	6.7	1646.6	42.2	7.1	992.7	40.1
5.6	3088.7	41.6	7.0	5569.4	41.0	6.4	1718.8	41.1	5.7	2327.2	40.8	6.9	1656.5	42.0	7.6	1000.7	40.4
6.4	3108.5	41.9	7.6	5569.8	40.8	7.5	1720.8	41.3	6.5	2335.0	41.0	8.4	1659.6	42.7	8.4	1002.5	41.1
6.3	3112.4	41.7	7.6	5481.8	40.6	7.3	1714.8	40.7	6.2	2322.2	40.7	7.9	1648.4	41.6	7.0	990.1	40.7
5.9	3124.2	42.1	7.4	5480.9	40.9	6.9	1713.0	41.4	5.8	2338.1	40.9	7.6	1648.7	42.4	7.0	1004.6	40.9
5.7	3141.1	42.0	7.3	5565.3	41.0	6.3	1725.0	41.7	5.4	2365.3	40.5	7.2	1670.8	42.3	6.3	1017.5	41.3
5.7	3176.5	42.5	7.1	5614.4	41.2	6.1	1740.0	41.9	5.3	2372.8	40.7	7.3	1684.4	43.4	6.2	1027.5	41.5
5.2	3196.3	42.4	6.8	5667.8	41.9	5.9	1744.9	42.1	5.2	2379.8	41.0	7.3	1690.1	43.2	5.5	1032.6	42.0
5.2	3220.5	42.5	6.5	5732.3	42.9	5.5	1747.5	42.2	4.9	2392.0	41.2	7.1	1699.9	43.4	5.8	1038.3	42.6
6.1	3153.3	41.9	7.4	5646.7	41.5	6.5	1711.7	41.2	6.2	2325.0	40.8	8.8	1665.0	42.2	7.6	1021.6	41.6
5.8	3174.3	41.8	6.9	5713.9	41.2	6.4	1720.1	40.8	5.8	2346.9	40.2	7.7	1679.2	42.2	7.4	1026.6	39.1
5.6	3203.6	41.8	6.8	5777.2	41.3	5.5	1734.3	41.5	5.5	2379.6	40.9	7.5	1699.9	43.2	7.0	1038.0	41.8
5.0	3228.7	42.3	6.6	5788.0	41.4	4.9	1747.9	42.1	4.9	2401.0	40.9	7.2	1704.6	43.6	6.6	1046.3	42.0
4.8	3247.3	42.4	6.4	5790.8	41.2	4.7	1752.6	41.6	4.4	2426.9	40.9	7.2	1714.2	43.5	6.9	1055.8	41.6
