41.6	3829.8	41.7	6809.1	41.7	1919.3	40.4	2673.6	43.4	1889.3	41.3	1155.4
42.4	3856.2	41.5	6816.0	41.8	1922.8	40.5	2684.6	43.4	1891.3	40.8	1159.5
42.3	3881.2	42.3	6829.7	42.1	1924.9	40.8	2691.3	43.4	1898.1	41.1	1161.3
41.8	3848.2	41.4	6695.9	41.9	1917.5	40.2	2681.2	42.9	1883.3	41.0	1149.3
41.0	3872.6	42.0	6706.6	42.0	1916.1	40.8	2698.0	43.0	1884.5	41.1	1161.5
41.5	3891.4	39.3	6806.3	42.3	1931.7	40.6	2715.4	42.3	1903.8	41.3	1165.9
41.9	3904.6	41.5	6863.2	41.9	1930.8	40.6	2721.5	42.9	1907.4	41.4	1158.1
42.6	3929.3	42.4	6945.6	42.3	1937.1	40.9	2731.9	43.5	1916.4	41.7	1160.6
43.5	3955.2	42.9	7028.6	42.7	1943.6	41.6	2741.6	43.8	1920.5	42.2	1163.5
42.1	3851.6	42.1	6919.5	42.1	1903.3	40.8	2665.1	43.3	1887.8	41.3	1144.1
41.6	3880.3	42.3	6981.9	41.7	1910.4	40.5	2683.9	43.3	1901.7	41.5	1145.0
41.3	3922.3	42.0	7061.4	41.9	1929.1	40.8	2727.5	42.5	1916.5	41.1	1153.8
41.8	3925.6	41.9	7045.6	42.4	1931.3	40.7	2725.7	42.7	1922.1	40.8	1158.3
40.9	3958.4	42.1	7079.3	41.9	1945.0	40.4	2740.8	42.3	1938.3	40.2	1166.7
41.3	3971.6	42.3	7029.7	42.0	1941.0	40.6	2745.2	42.3	1929.5	40.9	1164.0
41.1	3944.4	41.4	6963.8	41.5	1922.4	39.8	2719.4	42.7	1904.4	40.5	1147.2
41.2	3970.6	41.5	7069.9	41.9	1928.7	39.6	2737.3	43.3	1907.6	40.4	1157.0
41.1	3978.7	41.4	7104.9	42.1	1941.2	39.8	2748.5	43.0	1922.4	40.6	1155.3
41.4	3982.0	41.6	7118.3	41.9	1936.3	40.0	2745.9	42.7	1921.7	40.6	1149.8
41.4	3994.0	41.8	7197.1	41.7	1941.9	39.8	2753.1	42.5	1925.8	40.3	1150.7
41.9	4012.1	42.5	7262.5	41.7	1943.7	40.1	2754.7	42.8	1935.0	40.6	1150.7
40.9	3931.3	41.9	7096.7	41.2	1894.4	39.1	2673.4	42.1	1897.3	39.9	1128.8
40.0	3945.2	41.7	7167.7	40.8	1903.9	39.0	2683.1	42.1	1908.9	39.3	1128.8
